training_id,timestamp,dataset_name,model_architecture,used_memory_format,used_amp_mixed_precision,num_epochs,lernrate,optimizer,scheduler,training_duration,final_train_loss,best_train_loss,best_epoch,avg_epoch_duration,auroc_score,best_auroc_score,inference_time
393cd5d0-f7aa-4a87-9f09-e9be11bdabd2,2025-07-29_11-44-39,MVTecAD_grid,mobilenetv3_large_100,torch.channels_last,True,200,0.001,"('AdamW',)","('OneCycleLR',)",943.8117907047272,57.75889539718628,57.05778169631958,188,2.9907427859306335,0.9590643274853801,0.9607351712614871,0.3337406960874796
