training_id,timestamp,model,used_memory_format,used_amp_mices_precision,dataset_class,used_layer,img_size,batch_size,optimizer_type,learning_rate,scheduler_type,num_epochs,total_training_time,avg_epoch_duration,final_train_loss,best_train_loss,best_epoch,auroc_score,best_auc_score,inference_times
b11363d6-0749-43ba-a46b-e26cac3c2699,2025-07-29_11-27-43,tf_efficientnet_lite0,torch.channels_last,True,grid,"['blocks.1', 'blocks.2', 'blocks.4', 'blocks.6']",256,64,AdamW,0.001,OneCycleLR,200,1012.2397565841675,3.178524523973465,43.04679799079895,42.52985858917236,185,0.9164578111946533,0.9465329991645781,0.4865720223262906
