training_id,timestamp,dataset_name,model_architecture,used_memory_format,used_amp_mixed_precision,num_epochs,lernrate,optimizer,scheduler,training_duration,final_train_loss,best_train_loss,best_epoch,avg_epoch_duration,auroc_score,best_auroc_score,inference_time
88be3458-a661-4f62-8e24-1c3ca234a5c4,2025-08-08_09-29-11,MVTecAD_grid,mobilenetv4_conv_small,torch.channels_last,True,200,0.001,"('AdamW',)","('OneCycleLR',)",740.9244768619537,22.52617883682251,22.348909378051758,195,2.210561016798019,0.6282372598162071,0.8061821219715957,0.1467164270579815
