training_id,timestamp,model,used_memory_format,used_amp_mices_precision,dataset_class,used_layer,img_size,batch_size,optimizer_type,learning_rate,scheduler_type,num_epochs,total_training_time,avg_epoch_duration,final_train_loss,best_train_loss,best_epoch,auroc_score,best_auc_score,inference_times
b12d284c-f0ee-4c34-8665-f989905d9341,2025-08-14_09-41-19,tf_efficientnet_lite1,torch.channels_last,True,bottle,"['blocks.1', 'blocks.2', 'blocks.4', 'blocks.6']",256,64,AdamW,0.001,OneCycleLR,200,1104.9104294776917,3.2241143763065336,23.52199685573578,23.512719869613647,194,1.0,1.0,0.6637419301830232
