training_id,timestamp,dataset_name,model_architecture,used_memory_format,used_amp_mixed_precision,num_epochs,lernrate,optimizer,scheduler,training_duration,final_train_loss,best_train_loss,best_epoch,avg_epoch_duration,auroc_score,best_auroc_score,inference_time
90b75bd3-27e8-440b-9017-80264c03888f,2025-08-08_09-41-35,MVTecAD_grid,mobilenetv4_conv_medium,torch.channels_last,True,200,0.001,"('AdamW',)","('OneCycleLR',)",970.7273817062378,23.169846534729004,22.618044257164,191,3.0611185908317564,0.9523809523809524,0.9615705931495405,0.4181441642343998
