training_id,timestamp,model,used_memory_format,used_amp_mices_precision,dataset_class,used_layer,img_size,batch_size,optimizer_type,learning_rate,scheduler_type,num_epochs,total_training_time,avg_epoch_duration,final_train_loss,best_train_loss,best_epoch,auroc_score,best_auc_score,inference_times
2830be19-bea8-41f8-a1e8-1a6ef49b8cbc,2025-07-29_09-41-57,resnet18,torch.channels_last,True,grid,"['layer1', 'layer2', 'layer3', 'layer4']",256,64,AdamW,0.001,OneCycleLR,200,884.9331855773926,2.7402798700332642,39.45895218849182,39.07336890697479,195,0.8705096073517126,0.8863826232247286,0.31101105725392697
