training_id,timestamp,model,used_memory_format,used_amp_mices_precision,dataset_class,used_layer,img_size,batch_size,optimizer_type,learning_rate,scheduler_type,num_epochs,total_training_time,avg_epoch_duration,final_train_loss,best_train_loss,best_epoch,auroc_score,best_auc_score,inference_times
f3dc90c1-3970-4ca3-91aa-2653be70e29f,2025-08-14_11-13-24,tf_efficientnet_lite0,torch.channels_last,True,bottle,"['blocks.1', 'blocks.2', 'blocks.4', 'blocks.6']",256,64,AdamW,0.001,OneCycleLR,200,1029.3484966754913,2.9742250955104828,22.115467309951782,22.0997576713562,199,1.0,1.0,0.5197514807246626
