training_id,timestamp,dataset_name,model_architecture,used_memory_format,used_amp_mixed_precision,num_epochs,lernrate,optimizer,scheduler,training_duration,final_train_loss,best_train_loss,best_epoch,avg_epoch_duration,auroc_score,best_auroc_score,inference_time
62453c8d-99b5-443d-99d9-7927c136a2fe,2025-07-29_10-44-02,MVTecAD_grid,tf_efficientnet_lite2,torch.channels_last,True,200,0.001,"('AdamW',)","('OneCycleLR',)",1121.0948617458344,36.837117195129395,36.51958250999451,185,3.582487624883652,0.9824561403508771,0.9832915622389305,0.6514002696797252
