training_id,timestamp,model,used_memory_format,used_amp_mices_precision,dataset_class,used_layer,img_size,batch_size,optimizer_type,learning_rate,scheduler_type,num_epochs,total_training_time,avg_epoch_duration,final_train_loss,best_train_loss,best_epoch,auroc_score,best_auc_score,inference_times
d14430a7-009a-4e2a-826a-100e404c93ec,2025-07-29_09-56-45,tf_efficientnet_lite1,torch.channels_last,True,grid,"['blocks.1', 'blocks.2', 'blocks.4', 'blocks.6']",256,64,AdamW,0.001,OneCycleLR,200,1096.1752846240997,3.4881141352653504,37.12008047103882,36.566253781318665,192,0.9908103592314119,0.9908103592314119,0.6212349272891879
