training_id,timestamp,model,used_memory_format,used_amp_mices_precision,dataset_class,used_layer,img_size,batch_size,optimizer_type,learning_rate,scheduler_type,num_epochs,total_training_time,avg_epoch_duration,final_train_loss,best_train_loss,best_epoch,auroc_score,best_auc_score,inference_times
62453c8d-99b5-443d-99d9-7927c136a2fe,2025-07-29_10-44-02,tf_efficientnet_lite2,torch.channels_last,True,grid,"['blocks.1', 'blocks.2', 'blocks.4', 'blocks.6']",256,64,AdamW,0.001,OneCycleLR,200,1121.0948617458344,3.582487624883652,36.837117195129395,36.51958250999451,185,0.9824561403508771,0.9832915622389305,0.6514002696797252
