training_id,timestamp,model,used_memory_format,used_amp_mices_precision,dataset_class,used_layer,img_size,batch_size,optimizer_type,learning_rate,scheduler_type,num_epochs,total_training_time,avg_epoch_duration,final_train_loss,best_train_loss,best_epoch,auroc_score,best_auc_score,inference_times
bb9de024-45ba-4791-8c38-38dc4113eb96,2025-08-08_08-56-20,resnet18,torch.channels_last,True,grid,"['layer1', 'layer2', 'layer3', 'layer4']",256,64,AdamW,0.001,OneCycleLR,200,876.9141097068787,2.7211198210716248,37.59680461883545,37.22977650165558,199,0.8964076858813701,0.9139515455304928,0.311033365689218
